,date,negative_0,neutral_0,positive_0,negative_1,neutral_1,positive_1,negative_2,neutral_2,positive_2,negative_3,neutral_3,positive_3,negative_4,neutral_4,positive_4,price,open,max,min,negative,neutral,positive,topic_0,topic_1,topic_2,topic_3,topic_4
0,2021-10-29,13.487262431532145,98.46569810807705,5.005061322357506,0.6785462237894535,5.963861852884293,0.17818519612774253,2.5857101138681173,15.805172860622406,0.3493251451291144,1.367569549009204,9.25106906145811,0.29137227148748934,0.0,0.0,0.0,1843.83,1872.94,1872.96,1829.85,18.11908831819892,129.48580188304186,5.823943935101852,121.0,8.0,20.0,12.0,0.0
1,2021-10-28,22.81994747975841,158.78793421387672,6.9864320535562,1.77069485001266,24.26276034116745,0.7133064505178481,0.8469485938549042,6.7810959815979,0.43855250207707286,2.2306243255734444,12.955951273441315,0.40830745780840516,0.47216715663671494,3.7960914969444275,0.045718087640125304,1880.37,1874.63,1884.33,1857.28,28.140382405836135,206.58383330702782,8.592316551599652,198.0,29.0,10.0,16.0,4.0
2,2021-10-27,17.464287265203893,135.33694902062416,5.744695154426154,1.0366038237698376,16.487987637519836,0.7992125626187772,1.1184995509684086,10.03366157412529,0.4081098132301122,1.617711454629898,9.290552854537964,0.3598982826806605,0.18707534670829773,2.6675798296928406,0.13467814587056637,1891.28,1910.3,1914.54,1879.33,21.424177441280335,173.8167309165001,7.44659395882627,169.0,20.0,13.0,11.0,3.0
3,2021-10-26,17.134371863212436,119.39186324179173,7.069112166296691,0.3147942293435335,5.399688124656677,0.23350905627012253,0.773731192573905,6.373949229717255,0.2263068868778646,1.964135529473424,10.781770065426826,0.5256833080202341,0.45729945600032806,3.4682445526123047,0.033041933784261346,1916.29,1925.11,1933.59,1916.29,20.644332270603627,145.4155152142048,8.087653351249173,152.0,7.0,9.0,14.0,4.0
4,2021-10-25,15.259562340565026,107.56228866800666,5.534954685717821,0.38098803348839283,5.8848772048950195,0.13406737614423037,0.243234409019351,2.4579747319221497,0.1330144889652729,1.84299894887954,13.356456756591797,0.3166670398786664,0.2942249774932861,0.967909336090088,0.002560912864282727,1919.58,1885.1,1919.58,1879.69,18.021008709445596,130.2295066975057,6.1212645035702735,136.0,7.0,3.0,15.0,1.0
5,2021-10-22,17.491534357890487,117.82518777251244,5.565438598627225,0.3561109565198421,1.138211339712143,0.08205530978739262,0.2789161428809166,3.861681282520294,0.11926758987829089,1.3198515325784683,8.521089345216751,0.3287059622234665,0.051855459809303284,0.9219318628311156,0.0034934247378259893,1877.99,1869.19,1901.91,1867.48,19.498268449679017,132.26810160279274,6.0989608852542005,149.0,2.0,5.0,11.0,1.0
6,2021-10-21,16.81713830959052,110.31028088927269,5.787550195120275,0.29546526074409485,2.0699387788772583,0.103373683989048,0.642629936337471,5.021125316619873,0.10401783231645823,0.6908043101429939,5.04536110162735,0.14248445071280003,0.0,0.0,0.0,1868.16,1897.21,1900.99,1865.38,18.44603781681508,122.44670608639717,6.137426162138581,141.0,3.0,6.0,6.0,0.0
7,2021-10-20,18.098800596781075,125.88466507196426,7.225838825921528,0.08295710757374763,2.840108096599579,0.11964429542422295,0.43079181760549545,6.224238574504852,0.0627448596060276,0.4615308828651905,8.405344784259796,0.29374052956700325,0.04604391008615494,0.9783946871757508,0.010662510991096495,1904.77,1900.69,1906.85,1889.05,19.120124314911664,144.33275121450424,7.712631021509878,161.0,3.0,7.0,10.0,1.0
8,2021-10-19,15.097484808415174,114.09453888237476,4.781342042362667,0.21352559700608253,4.572664260864258,0.1433639219030738,0.3370545245707035,2.1540679931640625,0.12451537838205695,1.0134795997291803,8.442630648612976,0.47487980825826526,0.0,0.0,0.0,1900.04,1890.05,1901.94,1880.34,16.66154452972114,129.26390178501606,5.524101150906063,140.0,5.0,3.0,10.0,0.0
9,2021-10-18,13.80243850313127,87.46129323542118,6.892179259390105,0.24416108801960945,4.3238365650177,0.06274470896460116,0.25547338277101517,2.650968611240387,0.04441840061917901,2.0922694001346827,14.787990629673004,0.3830443921033293,0.2007565312087536,1.949616491794586,0.031086841598153114,1876.56,1884.39,1884.39,1869.25,16.59509890526533,111.17370553314686,7.413473602675367,117.0,5.0,3.0,17.0,2.0
10,2021-10-15,11.235124659724534,82.10506343841553,4.586950434138998,0.16655997931957245,3.3815589547157288,0.11145594529807568,0.16628171503543854,1.3164218217134476,0.43766823038458824,0.9100438505411148,7.821888118982315,0.17865095543675125,0.23371636867523196,0.8311530351638794,0.004080137703567743,1891.56,1888.52,1893.71,1878.47,12.711726573295891,95.4560853689909,5.318805702961981,104.0,4.0,3.0,10.0,1.0
11,2021-10-14,22.69777319021523,162.6539594680071,9.965521862730384,0.04886778444051743,0.8840492963790894,0.013646835461258888,1.2823014855384827,5.003654807806015,0.07704324764199555,1.1621630266308784,7.608843624591827,0.25242268992587924,0.08751075528562069,1.8167251348495483,0.0950314886868,1875.97,1875.38,1890.46,1873.37,25.27861624211073,177.96723233163357,10.403666124446318,210.0,1.0,6.0,10.0,2.0
